v_rid,name,branch,addr,road_addr,phone,lat,lng,score,user_score,review_cnt,category,area,open_status,image,profile_url
YUmQ5763oIdS,이아이아오 로스터스,,강원도 속초시 교동 655-48,강원도 속초시 교동로 48 이아이아오로스터스,0507-1308-7370,38.2033191,128.57847,68,5,6,"커피, 로스터리카페",속초,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240630104446_photo1_aef24f3f2583.webp,https://www.diningcode.com/profile.php?rid=YUmQ5763oIdS
Er1rDO8uqC18,지오빈스,,경기도 고양시 덕양구 도내동 847-35,경기도 고양시 덕양구 흥도로 281-2 지오빈스,0507-1478-5681,37.6310019,126.8575232,68,4.5,4,"카페, 로스터리카페",고양,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241230083124_photo1_972410fd9f6f.webp,https://www.diningcode.com/profile.php?rid=Er1rDO8uqC18
C7POp7D2FH31,카페 갈릴리,,인천광역시 강화군 화도면 동막리 64-6,인천광역시 강화군 화도면 해안남로 1537,010-5258-2881,37.5937792,126.4524028,68,4.1,6,"카페, 로스터리카페",강화도,오늘 휴무,https://d12zq4w4guyljn.cloudfront.net/300_300_20240920111948442_photo_981262810032.webp,https://www.diningcode.com/profile.php?rid=C7POp7D2FH31
4jBXXQY0QYxY,카페 류,,대구광역시 중구 공평동 66-2,대구광역시 중구 동성로4길 91 1층,053-425-3527,35.8687983,128.5994111,68,4.3,6,"커피, 로스터리카페",동성로,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251118085316_photo1_1ec9685ffb70.webp,https://www.diningcode.com/profile.php?rid=4jBXXQY0QYxY
DLT8xWKt7Vgo,카페 빈타이,,전라북도 전주시 덕진구 호성동1가 786-24,전라북도 전주시 덕진구 호성2길 7,063-243-4376,35.8594109,127.15344,68,4.3,6,"카페, 로스터리카페",전주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260513053011420_photo_9903de718bf4.webp,https://www.diningcode.com/profile.php?rid=DLT8xWKt7Vgo
hRUWsOlAqiL5,카페 성지,동해점,강원도 동해시 발한동 206-8,강원도 동해시 해안로 509 2층,0507-1390-8579,37.5458769,129.1072444,68,4.2,5,"커피, 로스터리카페",동해,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250831034807146_photo_891bc8e8b287.webp,https://www.diningcode.com/profile.php?rid=hRUWsOlAqiL5
c1XEHrS37fSi,카페 인터뷰 체크메이트,,대전광역시 서구 둔산동 1003,대전광역시 서구 둔산로31번길 62,042-488-6450,36.354463,127.377676,68,4.5,3,"베이커리, 로스터리카페",대전둔산동,영업 중,https://d12zq4w4guyljn.cloudfront.net/300_300_20260517045258524_photo_c21dc26945fa.webp,https://www.diningcode.com/profile.php?rid=c1XEHrS37fSi
CXAd0LiXwXMh,카페 제인,,충청남도 천안시 동남구 신부동 625 코너상가,충청남도 천안시 동남구 터미널9길 50 1층 코너상가 101호,0507-1377-2533,36.8228564,127.157869,68,4.2,4,"카페, 로스터리카페",신부동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250906151459_photo1_6c7510d6698c.webp,https://www.diningcode.com/profile.php?rid=CXAd0LiXwXMh
Y17yEaSo5eFR,카페 캐빈,,강원도 춘천시 남면 후동리 367-2,강원도 춘천시 남면 버들길 60-7 카페캐빈,0507-1341-7491,37.7473659,127.6301811,68,5,4,"브런치, 로스터리카페",춘천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260101090132813_photo_cbe6058acbb1.webp,https://www.diningcode.com/profile.php?rid=Y17yEaSo5eFR
JXW6pISYGkWC,카페 플롬,,서울특별시 관악구 신림동 1656,서울특별시 관악구 조원로2길 7 1층,0507-1432-8305,37.4830127,126.9028556,68,4,3,"커피, 로스터리카페",구로디지털단지역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250827011704823_photo_3dbdb59e9149.webp,https://www.diningcode.com/profile.php?rid=JXW6pISYGkWC
3XrxymeTK9In,커비커피,,부산광역시 부산진구 부전동 346-52,부산광역시 부산진구 부전로 165 1층,0507-1330-3932,35.162878,129.0590121,68,4.8,2,"커피, 로스터리카페",부전시장,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250412012325_photo1_b42ee0e3e643.webp,https://www.diningcode.com/profile.php?rid=3XrxymeTK9In
DknALCFee6vY,커피나인,상암,서울특별시 마포구 상암동 1596,서울특별시 마포구 월드컵북로54길 25 지1층비121호,010-9127-9038,37.5820926,126.8889847,68,4.2,2,"커피, 로스터리카페",상암,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260510060111960_photo_c5eaadbdc74b.webp,https://www.diningcode.com/profile.php?rid=DknALCFee6vY
GvpRL6N0jnWU,커피랩스로스터리,합정점,서울특별시 마포구 서교동 394-19,서울특별시 마포구 양화로6길 27 1 2층 커피랩스로스터리 합정점,02-336-0286,37.5491312,126.9157045,68,4.1,5,"커피, 로스터리카페",합정,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250801122016_photo1_b4733a28d8cf.webp,https://www.diningcode.com/profile.php?rid=GvpRL6N0jnWU
6cfN2vHKfPcN,커피볶는집 바질12,,경기도 하남시 망월동 916-6,경기도 하남시 미사강변한강로220번길 48 커피볶는집 바질12,010-3761-6833,37.5688375,127.193174,68,4.5,8,"카페, 로스터리카페",하남미사,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260203114409_photo1_ad8d66d4bfdf.webp,https://www.diningcode.com/profile.php?rid=6cfN2vHKfPcN
MJaewXqswFTW,커피앰비언스,,서울특별시 송파구 가락동 18,서울특별시 송파구 송이로17길 51 1층,0507-1428-9967,37.5015953,127.1248943,68,4.2,3,"커피, 로스터리카페",오금역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251002130910_photo1_4e3bc6b46824.webp,https://www.diningcode.com/profile.php?rid=MJaewXqswFTW
2zuyCKL01na1,커피통,목동본점,서울특별시 강서구 화곡동 782-5,서울특별시 강서구 등촌로 3,02-2654-8872,37.5302619,126.8635896,68,4,1,"핸드드립, 로스터리카페",목동역,확인필요,https://d12zq4w4guyljn.cloudfront.net/300_300_20260625021146194_photo_f36ee5025da3.webp,https://www.diningcode.com/profile.php?rid=2zuyCKL01na1
7Y3Ox70RgjCN,크루빈,,경상남도 창원시 성산구 용호동 43-1,경상남도 창원시 성산구 외동반림로 264 B1,0507-1383-3533,35.2402849,128.6807489,68,4.7,4,"커피, 로스터리카페",창원가로수길,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260214104517_photo1_855adffadee9.webp,https://www.diningcode.com/profile.php?rid=7Y3Ox70RgjCN
98uYNxSWFHhk,크룸커피,,경기도 양주시 마전동 294-2,경기도 양주시 동일로 968 1층 크룸커피,0507-1462-1025,37.7712319,127.0480165,68,3.7,4,"커피, 로스터리카페",양주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260406161617_photo1_37844a7a4d77.webp,https://www.diningcode.com/profile.php?rid=98uYNxSWFHhk
v7ZWntWbfygD,탠저린,논현점,서울특별시 강남구 논현동 42-7,서울특별시 강남구 강남대로132길 59 1층,0507-1422-6789,37.5134191,127.0259429,68,4.4,3,"커피, 로스터리카페",논현,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250531200831_photo1_26b88878bef8.webp,https://www.diningcode.com/profile.php?rid=v7ZWntWbfygD
3NdYIhs5bIqj,투닷츠,,충청남도 천안시 서북구 불당동 1770,충청남도 천안시 서북구 불당30길 7-7,041-557-1770,36.8103362,127.103871,68,3.9,8,"커피, 로스터리카페",불당동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260103082937_menu1_7fc071d57537.webp,https://www.diningcode.com/profile.php?rid=3NdYIhs5bIqj
OLvRbYBkidxw,투데이즈 이너프,,서울특별시 성동구 성수동1가 668-136,서울특별시 성동구 서울숲2길 44-13 지하1층,0507-1366-3044,37.5461191,127.0432655,68,4.6,6,"에스프레소, 로스터리카페",서울숲,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250403034049_photo1_4545449058b7.webp,https://www.diningcode.com/profile.php?rid=OLvRbYBkidxw
l2ZvVvFyGXrE,파소파소 커피 로스터스,,경기도 수원시 영통구 하동 1021 301동 104호,경기도 수원시 영통구 센트럴파크로 6 힐스테이트광교 301동(상가동) 104호,0507-1337-3958,37.2862048,127.0639374,68,4,2,"핸드드립, 로스터리카페",광교호수공원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260617054634_photo2_3aa0fa636c40.webp,https://www.diningcode.com/profile.php?rid=l2ZvVvFyGXrE
k7XQCv7cTIE2,퍼블릭 커피 로스터즈,,경상북도 구미시 산동읍 봉산리 385,경상북도 구미시 산동읍 첨단기업1로 42,0507-1313-1037,36.140637,128.4418395,68,5,5,"로스팅, 로스터리카페",구미,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250701030656705_photo_f39c8df315b7.webp,https://www.diningcode.com/profile.php?rid=k7XQCv7cTIE2
5dzUBF2ioyRa,페이트론커피로스터,,전라남도 순천시 해룡면 신대리 2033-6,전라남도 순천시 해룡면 매안2길 8-3,0507-1346-9059,34.9275067,127.5525322,68,5,2,"카페, 로스터리카페",순천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260427022310_photo1_ae517210cb02.webp,https://www.diningcode.com/profile.php?rid=5dzUBF2ioyRa
sIYE1cwJiPsB,피넛커피,대소본점,충청북도 음성군 대소면 오산리 119-35,충청북도 음성군 대소면 오태로 67-1 피넛커피,043-882-6543,36.969153,127.4836237,68,4.5,13,"커피, 로스터리카페",음성,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260307060740611_photo_b268fd96c06c.webp,https://www.diningcode.com/profile.php?rid=sIYE1cwJiPsB
7cYHQMtBzm2c,피스엔 커피 로스터스,,강원도 춘천시 후평동 430-8,강원 춘천시 보안길 72 피스엔,0507-1366-1271,37.8808742,127.7501481,68,4.2,5,"커피, 로스터리카페",춘천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251123125029_photo1_AY3vP9Gv91m4.webp,https://www.diningcode.com/profile.php?rid=7cYHQMtBzm2c
xpdlBzYmJR3Z,하토우커피로스터스,,제주특별자치도 제주시 구좌읍 하도리 3296-2,제주특별자치도 제주시 구좌읍 구좌로 188-1 1층,,33.5200265,126.8701367,68,4.5,4,"카페, 로스터리카페",구좌읍,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250307194836_photo1_26b88878bef8.webp,https://www.diningcode.com/profile.php?rid=xpdlBzYmJR3Z
tkFzV9HlnPOn,헥스커피로스터스쇼룸,,충청남도 천안시 서북구 불당동 1747,충청남도 천안시 서북구 불당29길 11-2 1층 헥스커피로스터스,0507-1341-5642,36.8097264,127.1017805,68,4.6,5,"커피, 로스터리카페",천안,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250112103922_photo1_35c7d52db744.webp,https://www.diningcode.com/profile.php?rid=tkFzV9HlnPOn
RvRVTq6XV5fV,헨젤,,인천광역시 부평구 부평동 207-76 1층,인천광역시 부평구 부평대로38번길 11 1층,0507-1357-7561,37.4948888,126.7235898,68,4,3,"카페, 로스터리카페",부평,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260521012031_photo1_23e583a87409.webp,https://www.diningcode.com/profile.php?rid=RvRVTq6XV5fV
17Bc3z1XnNEa,혜화동 콩집,,서울시 종로구 혜화동 68-9,서울특별시 종로구 창경궁로 283 혜화동콩집,0507-1338-4250,37.5863708,127.0016634,68,4.8,2,"커피, 로스터리카페",혜화,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251103031721_photo1_88478248130d.webp,https://www.diningcode.com/profile.php?rid=17Bc3z1XnNEa
T1rlEPVcukD9,호끼린 커피 로스터스,,경상남도 창원시 진해구 안골동 417,경상남도 창원시 진해구 청안로 251 호끼린커피 로스터스,055-715-9532,35.0998923,128.8021984,68,4.1,7,"커피, 로스터리카페",진해,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260101055319_photo1_b58e24e2fdbc.webp,https://www.diningcode.com/profile.php?rid=T1rlEPVcukD9
sc2yJrK0CNH3,홍익커피바,,대전광역시 서구 탄방동 86-8,대전광역시 서구 탄방로 78 1층,0507-1322-7042,36.3410382,127.3941027,68,4.4,6,"핸드드립, 로스터리카페",탄방동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251217025413_photo1_e2a67af1eca1.webp,https://www.diningcode.com/profile.php?rid=sc2yJrK0CNH3
BPOjapEIr7qM,효키,,강원도 속초시 청학동 486-115,강원도 속초시 수복로 139 1층,0507-1471-0252,38.2020741,128.5841705,68,3.6,4,"커피, 로스터리카페",속초,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260324071544_photo1_603608fad10e.webp,https://www.diningcode.com/profile.php?rid=BPOjapEIr7qM
C3xOfAxpGGTN,휘게 커피로스터리,,경기도 용인시 기흥구 보정동 1187-4,경기도 용인시 기흥구 죽전로15번길 11-11 1층 휘게커피,0507-1350-0235,37.3215437,127.1095577,68,4.2,6,"카페, 로스터리카페",보정동카페거리,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260505152748_photo1_4d3dd19ac037.webp,https://www.diningcode.com/profile.php?rid=C3xOfAxpGGTN
eD3e3KqoYVOR,휴버트커피,,서울 서초구 양재동 271-15,서울특별시 서초구 마방로10길 54-24,0507-1341-3596,37.4747616,127.0439165,68,4.6,3,"커피, 로스터리카페",양재,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240804021811377_photo_a7657e9cf260.webp,https://www.diningcode.com/profile.php?rid=eD3e3KqoYVOR
s2DhKecz3KUu,흥커피로스터스,,대전광역시 유성구 신성동 120-9,대전광역시 유성구 신성로71번길 63 1층,042-867-6090,36.3919584,127.3501454,68,5,4,로스터리카페,신성동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260423172222_photo1_c0a6258a5c50.webp,https://www.diningcode.com/profile.php?rid=s2DhKecz3KUu
zMUt1V4p7bOt,히어커피,,서울특별시 서초구 양재동 328-8,서울특별시 서초구 강남대로10길 6 1층 101호,0507-1445-1992,37.4681094,127.0413866,68,4.1,6,"커피, 로스터리카페",양재,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240731112836599_photo_0d7236e662b9.webp,https://www.diningcode.com/profile.php?rid=zMUt1V4p7bOt
vMHYu4jyVryY,180커피로스터스,,경기도 성남시 분당구 율동 323-9,경기도 성남시 분당구 문정로144번길 4 검정 건물,031-8017-1180,37.3825462,127.1516372,67,4.5,6,"커피, 로스터리카페",율동공원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240831200453_photo1_a555f5542224.webp,https://www.diningcode.com/profile.php?rid=vMHYu4jyVryY
gacZyRLVTvUZ,415커피로스터즈,,경기도 안산시 단원구 고잔동 710-2,경기도 안산시 단원구 광덕서로 66 104-3호,0507-1496-4940,37.3104203,126.827606,67,4.4,2,"핸드드립, 로스터리카페",안산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260103022436606_photo_.webp,https://www.diningcode.com/profile.php?rid=gacZyRLVTvUZ
g2aCaqzeeA76,83coffee,,경기도 남양주시 다산동 6168,경기도 남양주시 다산중앙로82번안길 102,031-569-7772,37.6134589,127.1646748,67,4.9,4,"커피, 로스터리카페",다산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260208073114316_photo_b981c2e58e00.webp,https://www.diningcode.com/profile.php?rid=g2aCaqzeeA76
qnDFyyi4KghE,RARENOTE COFFEE STORE,,대전광역시 유성구 문지동 652-3,대전광역시 유성구 문지로299번길 94-10,0507-1400-1309,36.3938866,127.4057812,67,4.9,3,"커피, 로스터리카페",유성구,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260409083321_photo1_fa7cece49c4a.webp,https://www.diningcode.com/profile.php?rid=qnDFyyi4KghE
roCO9dnH55g8,Small Batch Seoul,,서울특별시 강남구 신사동 634-8,서울특별시 강남구 언주로168길 6-7,070-4323-4355,37.5260163,127.0340612,67,4.5,7,"커피, 로스터리카페",압구정,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20230930083613_photo1_c995f1553fc5.webp,https://www.diningcode.com/profile.php?rid=roCO9dnH55g8
pEu0x92Rm3Sb,겟인 상북,,경상남도 양산시 상북면 대석리 595,경상남도 양산시 상북면 양산대로 1456 겟인상북,0507-1342-1716,35.3972989,129.0545351,67,4.5,9,"카페, 로스터리카페",양산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250611052309_photo1_e73ef18403ce.webp,https://www.diningcode.com/profile.php?rid=pEu0x92Rm3Sb
z1bHi0g17c1r,그랩스커피로스터즈,,대전광역시 유성구 신성동 125-10,대전광역시 유성구 신성남로 117 1층,0507-1421-1703,36.3910913,127.3516171,67,4.4,7,"커피, 로스터리카페",대전유성,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251130100522029_photo_da8df68f0535.webp,https://www.diningcode.com/profile.php?rid=z1bHi0g17c1r
fPsbES1moM93,까페안녕,,경기도 수원시 영통구 원천동 29-67,경기도 수원시 영통구 월드컵로193번길 36,070-4234-3921,37.2776187,127.0445094,67,3.8,6,"카페, 로스터리카페",아주대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241019052749841_photo_bf2fbb7115ec.webp,https://www.diningcode.com/profile.php?rid=fPsbES1moM93
F4nEqMhlgB3j,깨 로스터리 옥희방앗간,,강원특별자치도 원주시 행구동 1759-1,강원특별자치도 원주시 행구로 145 (행구동),0507-1302-9246,37.3423642,127.9720195,67,5,5,"카페, 로스터리카페",원주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251105112208_photo1_4ae514f863ee.webp,https://www.diningcode.com/profile.php?rid=F4nEqMhlgB3j
WQFziOUSHYKE,나인유,,울산광역시 북구 구유동 216,울산광역시 북구 동해안로 1321,0507-1344-4980,35.6093611,129.455513,67,4.3,7,"카페, 로스터리카페",울산북구,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260321084302421_photo_5200882a4102.webp,https://www.diningcode.com/profile.php?rid=WQFziOUSHYKE
se0oLyNRUqRs,남스커피,,경기도 평택시 평택동 33-12,경기도 평택시 평택2로 31-1 1층,0507-1496-4248,36.9939323,127.0896354,67,3.6,3,"커피, 로스터리카페",평택역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260313174122_photo1_4d3bd0fed9ef.webp,https://www.diningcode.com/profile.php?rid=se0oLyNRUqRs
M6NEQ813JCHQ,도봉산커피,,서울특별시 도봉구 도봉동 282-316,서울특별시 도봉구 도봉산4가길 4 1층,0507-1306-3116,37.6882745,127.0419507,67,3.8,5,"커피, 로스터리카페",도봉산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260503095441017_photo_d2aaa395c06b.webp,https://www.diningcode.com/profile.php?rid=M6NEQ813JCHQ
1N95bN8tJTSi,도손도손,인계점,경기도 수원시 팔달구 인계동 1122-7 정동빌딩 1층,경기도 수원시 팔달구 효원로307번길 39 정동빌딩 1층 도손도손,031-223-7142,37.2624726,127.0357937,67,4.4,9,"카페, 로스터리카페",수원,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250301095215_photo1_a81b0db9aa87.webp,https://www.diningcode.com/profile.php?rid=1N95bN8tJTSi
JxUDR75BrjFi,도조커피,수내,경기도 성남시 분당구 수내동 19-6,경기도 성남시 분당구 백현로101번길 12 세인프라자 1층 101호,0507-1384-8259,37.3768802,127.1123338,67,5,2,"커피, 로스터리카페",수내역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240518030543_photo1_9573925c4561.webp,https://www.diningcode.com/profile.php?rid=JxUDR75BrjFi
hk7D6p1buScU,디스코플래닛,,서울특별시 마포구 서교동 463-32,서울특별시 마포구 동교로 144-13 1층 디스코플래닛,0507-1482-2239,37.554625,126.9184662,67,4.7,3,"카페, 로스터리카페",홍대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250711075149_photo1_ccb82158f9ce.webp,https://www.diningcode.com/profile.php?rid=hk7D6p1buScU
RHZ7QJ0xBABD,디싸이시브 모먼트,,서울특별시 서대문구 연희동 133-13,서울특별시 서대문구 연희로15안길 2 2층 디싸이시브모먼트,010-9669-4144,37.5687191,126.9305837,67,4.2,4,"카페, 로스터리카페",연희동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20221120045248_photo1_312eead77f96.webp,https://www.diningcode.com/profile.php?rid=RHZ7QJ0xBABD
fIk6PF6X41Ts,러프로스터스,,울산광역시 중구 태화동 110 상가 A동 201호 2층,울산광역시 중구 태화로 263 상가 A동 201호 2층 러프로스터스,070-4154-3036,35.5533929,129.302715,67,4.6,7,"카페, 로스터리카페",울산중구,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250820103818799_photo_d4c249c7ee21.webp,https://www.diningcode.com/profile.php?rid=fIk6PF6X41Ts
Uzv0m0i1bJ69,레드브라운,,경기도 안양시 동안구 호계동 1048-3,경기도 안양시 동안구 평촌대로 217 한솔센트럴파크 113호,0507-1422-1157,37.3905013,126.9556342,67,4.2,4,"커피, 로스터리카페",범계,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260209010841_photo1_d77f624d056a.webp,https://www.diningcode.com/profile.php?rid=Uzv0m0i1bJ69
A5qjbwdoVQNd,레트로팔코 커피 로스터스,,서울특별시 중구 필동1가 27-3,서울특별시 중구 퇴계로32길 14 1층,0507-1340-0988,37.5603797,126.9924773,67,4.1,3,"커피, 로스터리카페",충무로,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251216124115829_photo_44af273e3690.webp,https://www.diningcode.com/profile.php?rid=A5qjbwdoVQNd
d3RHNtLTi16f,로열 로스터리,,경기도 수원시 영통구 하동 989-3,경기도 수원시 영통구 광교중앙로248번길 7-8 에이디테크놀로지 1층 로열로스터리,031-219-9110,37.2911456,127.0672856,67,4.4,4,"카페, 로스터리카페",광교,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250320040458_photo1_6df04a14c111.webp,https://www.diningcode.com/profile.php?rid=d3RHNtLTi16f
zJAmXLNOnn02,리리커피로스터리,광주본점,광주광역시 동구 동명동 45,광주광역시 동구 동계천로 169-3 리리커피로스터리,0507-1449-4966,35.1492523,126.9277554,67,5,3,"커피, 로스터리카페",광주동명동,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251216110557_photo1_aa17e4d92121.webp,https://www.diningcode.com/profile.php?rid=zJAmXLNOnn02
f2xj4rAtDrqe,마그마커피,,서울특별시 강남구 삼성동 112-23 1층,서울특별시 강남구 선릉로 570 1층,0507-1379-2210,37.5094178,127.0444678,67,4.5,3,"커피, 로스터리카페",선정릉역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241219110306_photo1_3aed8e7aa95c.webp,https://www.diningcode.com/profile.php?rid=f2xj4rAtDrqe
c5e2YlTi2F06,메베코,,경기 부천시 원미구 상동 425-11,경기도 부천시 원미구 상일로145번길 14,032-323-0319,37.4915674,126.7588701,67,4.4,2,"카페, 로스터리카페",부천,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260428062100_photo1_1fefe3b049fe.webp,https://www.diningcode.com/profile.php?rid=c5e2YlTi2F06
OE7diEcKAj7j,모노스코프,,부산광역시 연제구 거제동 42-23,부산광역시 연제구 명륜로2번길 27 모노스코프 빌딩,010-4231-2100,35.1945295,129.0803029,67,4,4,"커피, 로스터리카페",부산교대,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251220114753_photo1_5215fb78f8db.webp,https://www.diningcode.com/profile.php?rid=OE7diEcKAj7j
CTnCSPFXwBPV,모아이커피로스터스,,경상남도 창원시 마산합포구 수성동 4-6,경상남도 창원시 마산합포구 남성로 100 2층 모아이 커피로스터스,070-4209-0303,35.2047627,128.5744597,67,5,3,"커피, 로스터리카페",마산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251012072946_photo1_566e3640e1ff.webp,https://www.diningcode.com/profile.php?rid=CTnCSPFXwBPV
tEcEtbRXifOx,미온수 커피 로스터스,,전북특별자치도 전주시 덕진구 송천동2가 1348-26,전북특별자치도 전주시 덕진구 화암5길 16 1층 101호,0507-1382-3067,35.8738092,127.139926,67,4.8,3,"핸드드립, 로스터리카페",전주,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20260115033830_photo1_8f71c3ada529.webp,https://www.diningcode.com/profile.php?rid=tEcEtbRXifOx
UWed34I4mgWY,바람커피,,서울특별시 마포구 연남동 390-48,서울특별시 마포구 동교로38길 26-7 바람커피,010-2857-2604,37.7910223,126.6983326,67,3.9,10,"커피, 로스터리카페",파주헤이리,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20240325084027394_photo_ad775f649dfc.webp,https://www.diningcode.com/profile.php?rid=UWed34I4mgWY
4PVuTccVOiGL,바리스탄,,경기도 수원시 권선구 호매실동 652-2,경기도 수원시 권선구 칠보로88번길 72,0507-1395-0280,37.2641241,126.9460668,67,4.6,3,"커피, 로스터리카페",호매실,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250411075256829_photo_75063d57986e.webp,https://www.diningcode.com/profile.php?rid=4PVuTccVOiGL
gPLPuwpbIVks,바우노바,,부산광역시 중구 동광동1가 13-2,부산광역시 중구 광복로97번길 6 1층,051-253-3757,35.0991721,129.0355295,67,4,6,"커피, 로스터리카페",남포역,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20241226100927108_photo_699e4aa64256.webp,https://www.diningcode.com/profile.php?rid=gPLPuwpbIVks
ofiu2oWMK36m,바이서유,,세종특별자치시 연서면 고복리 585,세종특별자치시 연서면 도신고복로 779 1층,0507-1472-7742,36.6119932,127.2373402,67,3.7,3,"카페, 로스터리카페",세종,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250628133444_photo1_8b71be551d48.webp,https://www.diningcode.com/profile.php?rid=ofiu2oWMK36m
5NuoznSu7BFS,바이스벌사 에스프레소,,부산광역시 부산진구 전포동 194-11,부산광역시 부산진구 서전로57번길 27 1층 바이스벌사 에스프레소,0507-1327-0894,35.1589716,129.0659684,67,4.1,8,"커피, 로스터리카페",전포,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251124002114_photo1_30ef7f2879bb.webp,https://www.diningcode.com/profile.php?rid=5NuoznSu7BFS
FNZSH1DUHlGd,바이핸커피,,세종시 어진동 528 태한프레스센터,세종특별자치시 절재로 172 태한프레스센터,044-863-7927,36.5081673,127.2600801,67,4,7,"커피, 로스터리카페",세종,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20250715121206_photo1_7ef2bec4d006.webp,https://www.diningcode.com/profile.php?rid=FNZSH1DUHlGd
69Vw6oePf8tD,범표원두,,서울시 강남구 역삼동 674 지하1층,서울특별시 강남구 테헤란로37길 42 지하1층,0507-1316-3071,37.5050852,127.0399025,67,4.5,6,"라떼, 로스터리카페",역삼,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20231004112830_photo1_06d69fb0c864.webp,https://www.diningcode.com/profile.php?rid=69Vw6oePf8tD
sLz7cjIPgRc1,브릭빈커피로스터스,,충청남도 아산시 탕정면 명암리 952-4,충청남도 아산시 탕정면 탕정면로8번길 47-3 1층.브릭빈커피로스터스,0507-1356-1034,36.7967784,127.0607151,67,5,4,"커피, 로스터리카페",아산,영업 전,https://d12zq4w4guyljn.cloudfront.net/300_300_20251227110839074_photo_0c98b2fa30d5.webp,https://www.diningcode.com/profile.php?rid=sLz7cjIPgRc1
